municipality,type,iata_code,latitude_deg,longitude_deg,iso_country
Yichang (Dangyang),medium_airport,,30.798599,111.809998,CN
Ledong (Da'anzhen),medium_airport,,18.6922,109.161003,CN
Foshan (Nanhai),medium_airport,FUO,23.0833,113.07,CN
Guiping (Guigang),medium_airport,,23.330799,110.009003,CN
Xinyang,medium_airport,XAI,32.540819,114.079141,CN
Huizhou (Pingtan),medium_airport,HUZ,23.049999,114.599998,CN
Lingao (Jialai),medium_airport,,19.697201,109.725998,CN
,medium_airport,,26.587200164794922,112.89199829101562,CN
Lingshui (Huayuan),medium_airport,,18.4944,109.987999,CN
Shangqiu,medium_airport,,34.449507,115.459261,CN
Zhengzhou,medium_airport,,34.86125,113.729631,CN
Shaoguan,medium_airport,HSC,24.9786,113.420998,CN
Zhanjiang (Suixi),medium_airport,,21.3958,110.199997,CN
Ji'an,medium_airport,JGS,26.856899,114.737,CN
Baise (Tianyang),medium_airport,AEB,23.7206,106.959999,CN
"Xintai, Tai'an",medium_airport,,36.000428,117.625833,CN
Xiaogan (Xiaonan),medium_airport,,30.95359,113.911774,CN
Lianyungang,medium_airport,LYG,34.41406,119.17899,CN
Cangzhou,medium_airport,,38.403025,116.930924,CN
Dongying,medium_airport,DOY,37.5085983276,118.788002014,CN
"Jiaozhou, Qingdao",medium_airport,,36.331163,120.025538,CN
Hengshui,medium_airport,,37.491153,116.116726,CN
Kaifeng,medium_airport,,34.75389862060547,114.33899688720703,CN
Yantai,medium_airport,,36.9636,120.591003,CN
Xuchang (Pingdingshan),medium_airport,,33.685434,112.89053,CN
"Xingcheng, Huludao",medium_airport,XEN,40.580328,120.700374,CN
Xuzhou,medium_airport,,34.229285,117.245665,CN
Weifang,medium_airport,,36.027468,119.43778,CN
Altay,medium_airport,AAT,47.749886,88.085808,CN
Baoji (Fengxiang),medium_airport,,34.53125,107.470679,CN
Hainan (Gonghe),medium_airport,,36.3367,100.480003,CN
Huludao,medium_airport,,40.49979,120.659295,CN
Lanzhou (Yuzhong),medium_airport,,35.917801,104.218002,CN
Dingxi (Lintao),medium_airport,,35.3083,103.835999,CN
Jiuquan (Suzhou),medium_airport,,39.554699,98.884201,CN
Tianshui (Maiji),medium_airport,THQ,34.559399,105.860001,CN
Ürümqi,medium_airport,,43.466593,87.531177,CN
"Hoxud, Bayingolin",medium_airport,,42.1814,87.188103,CN
Xianyang (Wugong),medium_airport,,34.275907,108.2658,CN
Ashilixiang,medium_airport,,43.951175,87.079232,CN
Wuwei,medium_airport,,37.9883,102.567001,CN
Xi'an (Huyi),medium_airport,,34.153059,108.599739,CN
Ganzhou,medium_airport,,25.5483,114.619003,CN
"Yizhou, Hami",medium_airport,,43.077202,92.808098,CN
Xi'an (Yanliang),medium_airport,,34.642248,109.241867,CN
Zhoushan,medium_airport,,30.287581,122.144401,CN
Hefei,medium_airport,,31.909401,117.658997,CN
Fuzhou,medium_airport,,26.0044,119.311996,CN
,medium_airport,,25.026100158691406,118.80699920654297,CN
Hangzhou,medium_airport,,30.3353,120.240997,CN
"Xiuzhou, Hangzhou",medium_airport,,30.705535,120.679779,CN
Fuzhou (Fuqing),medium_airport,,25.5728,119.459999,CN
Nanchang,medium_airport,,28.421205,115.923375,CN
Ningbo,medium_airport,,29.9228,121.573997,CN
Shanghai (Baoshan),medium_airport,,31.324438,121.409508,CN
Yichun,medium_airport,,28.023283,115.549649,CN
Changchun,medium_airport,,43.9053,125.197998,CN
Beijing,medium_airport,NAY,39.48595,116.37236,CN
"Zhenxing, Dandong",medium_airport,DDG,40.0247,124.286003,CN
Jiuquan (Jinta),medium_airport,,40.401402,99.789398,CN
"Xihe, Fuxin",medium_airport,,42.078899,121.662003,CN
Siping,medium_airport,,43.526293,124.78466,CN
"Qinghe, Tieling",medium_airport,,42.525799,123.982002,CN
Harbin,medium_airport,,45.259457,126.893536,CN
Chengde,medium_airport,,40.900409,118.677878,CN
"Huanggu, Shenyang",medium_airport,,41.8708,123.439003,CN
"Yuhong, Shenyang",medium_airport,,41.822498,123.299004,CN
Siping,medium_airport,,43.156898,124.292,CN
Huludao,medium_airport,,40.298992,120.36152,CN
"Lüshunkou, Dalian",medium_airport,,38.912201,121.238998,CN
Xigazê (Dingri),medium_airport,DDR,28.604567,86.798,CN
Suzhou,medium_airport,,31.215334,120.789328,CN
Changzhou,medium_airport,,31.53904,119.502554,CN
Anji,medium_airport,,30.797725,119.590287,CN
Jiuzhou,medium_airport,,26.998259,107.759571,CN
Wuhan (Xinzhou),medium_airport,,30.673944,114.63089,CN
Wuhan,medium_airport,,30.087612,114.31366,CN
Zhanjiang,medium_airport,ZHA,21.481667,110.590278,CN
Shaoyang (Shaodong),medium_airport,,27.2235,111.6741,CN
"Jinzhou, Dalian",medium_airport,,39.289671,121.762195,CN
Nantong,medium_airport,NTG,32.070801,120.975998,CN
,medium_airport,,43.7603,-79.875,CA
Geçitkale,medium_airport,GEC,35.235947,33.724358,CY
Cat Lake,medium_airport,YAC,51.72719955444336,-91.82440185546875,CA
Fort Frances,medium_airport,YAG,48.655749,-93.44349,CA
La Grande-4,medium_airport,YAH,53.754699707,-73.6753005981,CA
Alert Bay,medium_airport,YAL,50.582199,-126.916,CA
Sault Ste Marie,medium_airport,YAM,46.485001,-84.509399,CA
Kasabonika,medium_airport,XKS,53.52470016479492,-88.6427993774414,CA
Kangirsuk,medium_airport,YKG,60.027198791503906,-69.99919891357422,CA
Attawapiskat,medium_airport,YAT,52.9275016784668,-82.43190002441406,CA
Saint Andrews,medium_airport,,50.0564,-97.032501,CA
Lac Du Bonnet,medium_airport,,50.294399,-96.010002,CA
St. Anthony,medium_airport,YAY,51.391909,-56.08321,CA
Tofino,medium_airport,YAZ,49.079833,-125.775583,CA
Kugaaruk,medium_airport,YBB,68.534401,-89.808098,CA
Baie-Comeau,medium_airport,YBC,49.1325,-68.204399,CA
Bella Coola,medium_airport,QBC,52.387501,-126.596001,CA
Uranium City,medium_airport,YBE,59.5614013671875,-108.48100280761719,CA
Bonnyville,medium_airport,YBY,54.304199,-110.744003,CA
Bagotville,medium_airport,YBG,48.33060073852539,-70.99639892578125,CA
Baker Lake,medium_airport,YBK,64.29889678960001,-96.077796936,CA
Campbell River,medium_airport,YBL,49.950802,-125.271004,CA
Tadoule Lake,medium_airport,XTL,58.7061,-98.512199,CA
Brandon,medium_airport,YBR,49.91,-99.951897,CA
Brochet,medium_airport,YBT,57.8894,-101.679001,CA
Nipawin,medium_airport,,53.33250045776367,-104.00800323486328,CA
Berens River,medium_airport,YBV,52.358898,-97.018303,CA
Calgary,medium_airport,,51.1031,-114.374001,CA
Blanc-Sablon,medium_airport,YBX,51.4436,-57.185299,CA
Cartwright,medium_airport,YRF,53.682501,-57.042303,CA
Cambridge Bay,medium_airport,YCB,69.1081008911,-105.138000488,CA
Cornwall,medium_airport,YCC,45.092637,-74.567724,CA
Nanaimo,medium_airport,YCD,49.05497,-123.869863,CA
Huron Park,medium_airport,YCE,43.285599,-81.508301,CA
Castlegar,medium_airport,YCG,49.2963981628,-117.632003784,CA
Miramichi,medium_airport,YCH,47.007801,-65.449203,CA
Charlo,medium_airport,YCL,47.990799,-66.330299,CA
Cochrane,medium_airport,YCN,49.10559844970703,-81.01360321044922,CA
Kugluktuk,medium_airport,YCO,67.816704,-115.143997,CA
Blue River,medium_airport,,52.11669921875,-119.28299713134766,CA
Chetwynd,medium_airport,YCQ,55.687198638916016,-121.62699890136719,CA
Cross Lake,medium_airport,YCR,54.610599517822266,-97.76080322265625,CA
Chesterfield Inlet,medium_airport,YCS,63.346900939899996,-90.73110198970001,CA
Clyde River,medium_airport,YCY,70.4860992432,-68.5167007446,CA
Dawson City,medium_airport,YDA,64.04309844970703,-139.1280059814453,CA
Burwash Landing,medium_airport,YDB,61.371101,-139.041,CA
Town of Princeton,medium_airport,,49.4681015015,-120.511001587,CA
Deer Lake,medium_airport,YDF,49.21080017089844,-57.39139938354492,CA
Ross River,medium_airport,XRR,61.9706001282,-132.42300415,CA
Dauphin,medium_airport,YDN,51.100799560546875,-100.052001953125,CA
Dolbeau-St-Félicien,medium_airport,YDO,48.778499603271,-72.375,CA
Nain,medium_airport,YDP,56.550778,-61.682224,CA
Dawson Creek,medium_airport,YDQ,55.7422981262207,-120.18299865722656,CA
Midland,medium_airport,,44.6833000183,-79.9282989502,CA
Edmonton,large_airport,YEG,53.309700012200004,-113.580001831,CA
Arviat,medium_airport,YEK,61.0942001343,-94.07080078119999,CA
Elliot Lake,medium_airport,YEL,46.351398468,-82.5614013672,CA
Sheguiandah,medium_airport,YEM,45.842435,-81.857595,CA
Estevan,medium_airport,YEN,49.2103004456,-102.966003418,CA
Fort Severn,medium_airport,YER,56.01890182495117,-87.67610168457031,CA
Edson,medium_airport,YET,53.578899383499994,-116.464996338,CA
Inuvik,medium_airport,YEV,68.30419921880001,-133.483001709,CA
Amos,medium_airport,YEY,48.563903,-78.249702,CA
Fort Albany,medium_airport,YFA,52.20140075683594,-81.6968994140625,CA
Iqaluit,medium_airport,YFB,63.756402,-68.555801,CA
Fredericton,medium_airport,YFC,45.868900299072266,-66.53720092773438,CA
Forestville,medium_airport,YFE,48.74610137939453,-69.09719848632812,CA
Fort Hope,medium_airport,YFH,51.5619010925293,-87.90779876708984,CA
La Macaza,medium_airport,YTM,46.409401,-74.779999,CA
Flin Flon,medium_airport,YFO,54.6781005859375,-101.68199920654297,CA
Fort Resolution,medium_airport,YFR,61.1808013916,-113.690002441,CA
Fort Simpson,medium_airport,YFS,61.76020050048828,-121.23699951171875,CA
Makkovik,medium_airport,YMN,55.077335,-59.187942,CA
Texada,medium_airport,YGB,49.69419860839844,-124.51799774169922,CA
Goderich,medium_airport,,43.7668991089,-81.7106018066,CA
Golden,medium_airport,,51.299196,-116.982002,CA
Fort Good Hope,medium_airport,YGH,66.24079895019531,-128.6510009765625,CA
Kingston,medium_airport,YGK,44.22529983520508,-76.5969009399414,CA
La Grande Rivière,medium_airport,YGL,53.625301361083984,-77.7042007446289,CA
Gimli,medium_airport,YGM,50.62810134887695,-97.04329681396484,CA
Gods Lake Narrows,medium_airport,YGO,54.55889892578125,-94.49140167236328,CA
Gaspé,medium_airport,YGP,48.7752990723,-64.4785995483,CA
Geraldton,medium_airport,YGQ,49.77830123901367,-86.93939971923828,CA
Les Îles-de-la-Madeleine,medium_airport,YGR,47.425242,-61.778612,CA
Igloolik,medium_airport,YGT,69.3647003174,-81.8161010742,CA
Havre-Saint-Pierre,medium_airport,YGV,50.281898,-63.611401,CA
Kuujjuarapik,medium_airport,YGW,55.281898498535156,-77.76529693603516,CA
Gillam,medium_airport,YGX,56.35749816894531,-94.71060180664062,CA
Grise Fiord,medium_airport,YGZ,76.4261016846,-82.90920257570001,CA
Quaqtaq,medium_airport,YQC,61.0463981628418,-69.6177978515625,CA
Dryden,medium_airport,YHD,49.831699,-92.744202,CA
Hope,medium_airport,YHE,49.368865,-121.49495,CA
Hearst,medium_airport,YHF,49.71419906616211,-83.68609619140625,CA
Nemiscau,medium_airport,YNS,51.69110107421875,-76.1355972290039,CA
Ulukhaktok,medium_airport,YHI,70.76280212402344,-117.80599975585938,CA
Gjoa Haven,medium_airport,YHK,68.635597229,-95.84970092770001,CA
Hamilton,medium_airport,YHM,43.173599243199995,-79.93499755859999,CA
Hornepayne,medium_airport,YHN,49.19309997558594,-84.75890350341797,CA
Hopedale,medium_airport,YHO,55.448757,-60.228124,CA
Chevery,medium_airport,YHR,50.46889877319336,-59.63669967651367,CA
Haines Junction,medium_airport,YHT,60.7892,-137.546005,CA
Montréal,medium_airport,YHU,45.5175018311,-73.4169006348,CA
Hay River,medium_airport,YHY,60.8396987915,-115.782997131,CA
Halifax,large_airport,YHZ,44.8807983398,-63.5085983276,CA
Atikokan,medium_airport,YIB,48.7738990784,-91.6386032104,CA
Digby,medium_airport,YDG,44.5458450365,-65.7854247093,CA
St-Augustin,medium_airport,YIF,51.2117004395,-58.6582984924,CA
Ivujivik,medium_airport,YIK,62.417301177978516,-77.92530059814453,CA
Pond Inlet,medium_airport,YIO,72.6832962036,-77.9666976929,CA
Island Lake,medium_airport,YIV,53.857200622558594,-94.65360260009766,CA
Fort Liard,medium_airport,YJF,60.235801696799996,-123.46900177,CA
St Jean,medium_airport,YJN,45.29439926147461,-73.28109741210938,CA
Stephenville,medium_airport,YJT,48.5442008972168,-58.54999923706055,CA
Kamloops,medium_airport,YKA,50.7022018433,-120.444000244,CA
Aklavik,medium_airport,LAK,68.223297,-135.00599,CA
Kitchener,medium_airport,YKF,43.460800170899994,-80.3786010742,CA
Kangiqsujuaq,medium_airport,YWB,61.5886001587,-71.929397583,CA
Key Lake,medium_airport,YKJ,57.256099700927734,-105.61799621582031,CA
Schefferville,medium_airport,YKL,54.805301666259766,-66.8052978515625,CA
Akulivik,medium_airport,AKV,60.818599700927734,-78.14859771728516,CA
Waskaganish,medium_airport,YKQ,51.47330093383789,-78.75830078125,CA
Kirkland Lake,medium_airport,YKX,48.21030044555664,-79.98139953613281,CA
Kindersley,medium_airport,YKY,51.5175018311,-109.180999756,CA
Toronto,medium_airport,YKZ,43.86220169067383,-79.37000274658203,CA
Aupaluk,medium_airport,YPJ,59.29669952392578,-69.59970092773438,CA
Kimmirut,medium_airport,YLC,62.848253,-69.877853,CA
Chapleau,medium_airport,YLD,47.81999969482422,-83.3467025756836,CA
Lansdowne House,medium_airport,YLH,52.19559860229492,-87.93419647216797,CA
Meadow Lake,medium_airport,YLJ,54.125301361083984,-108.52300262451172,CA
Lutselk'e,medium_airport,YSG,62.418303,-110.681998,CA
Lloydminster,medium_airport,YLL,53.309200286865234,-110.072998046875,CA
Leaf Rapids,medium_airport,YLR,56.513301849365234,-99.98529815673828,CA
Alert,medium_airport,YLT,82.517799,-62.280602,CA
Kangiqsualujjuaq,medium_airport,XGR,58.711399,-65.992798,CA
Kelowna,medium_airport,YLW,49.9561,-119.377998,CA
Mayo,medium_airport,YMA,63.61640167236328,-135.8679962158203,CA
Matane,medium_airport,YME,48.85689926147461,-67.45330047607422,CA
Manitouwadge,medium_airport,YMG,49.083900451660156,-85.86060333251953,CA
Mary's Harbour,medium_airport,YMH,52.302837,-55.847626,CA
Moose Jaw,medium_airport,YMJ,50.330299377441406,-105.55899810791016,CA
Charlevoix,medium_airport,YML,47.59749984741211,-70.2238998413086,CA
Fort McMurray,medium_airport,YMM,56.653301239,-111.222000122,CA
Moosonee,medium_airport,YMO,51.291099548339844,-80.60780334472656,CA
Chibougamau,medium_airport,YMT,49.77190017700195,-74.5280990600586,CA
Umiujaq,medium_airport,YUD,56.53609848022461,-76.51830291748047,CA
Montréal,medium_airport,YMX,45.679501,-74.038696,CA
Natashquan,medium_airport,YNA,50.189998626708984,-61.78919982910156,CA
Wemindji,medium_airport,YNC,53.01060104370117,-78.83110046386719,CA
Gatineau,medium_airport,YND,45.521702,-75.563599,CA
Norway House,medium_airport,YNE,53.95830154418945,-97.84420013427734,CA
Points North Landing,medium_airport,YNL,58.27669906616211,-104.08200073242188,CA
Matagami,medium_airport,YNM,49.76169967651367,-77.80280303955078,CA
Nejanilini Lake,medium_airport,,59.4874992371,-97.78029632570001,CA
Ekati,medium_airport,YOA,64.6988983154,-110.614997864,CA
Old Crow,medium_airport,YOC,67.57060241699219,-139.83900451660156,CA
Cold Lake,medium_airport,YOD,54.404998779296875,-110.27899932861328,CA
Oxford House,medium_airport,YOH,54.93330001831055,-95.27890014648438,CA
High Level,medium_airport,YOJ,58.62139892578125,-117.16500091552734,CA
Oshawa,medium_airport,YOO,43.922798,-78.894997,CA
Rainbow Lake,medium_airport,YOP,58.49140167236328,-119.40799713134766,CA
Owen Sound,medium_airport,YOS,44.5903015137,-80.8375015259,CA
Ottawa,large_airport,YOW,45.322498,-75.669197,CA
Prince Albert,medium_airport,YPA,53.214199066199996,-105.672996521,CA
Paulatuk,medium_airport,YPC,69.3608381154,-124.075469971,CA
Port Hawkesbury,medium_airport,YPS,45.6567001343,-61.3680992126,CA
Peace River,medium_airport,YPE,56.226898,-117.446999,CA
Portage la Prairie,medium_airport,YPG,49.903099,-98.273817,CA
Inukjuak,medium_airport,YPH,58.471900939941406,-78.07689666748047,CA
Pickle Lake,medium_airport,YPL,51.4463996887207,-90.21420288085938,CA
Pikangikum,medium_airport,YPM,51.819698333740234,-93.97329711914062,CA
Port-Menier,medium_airport,YPN,49.83639907836914,-64.2885971069336,CA
Peawanuck,medium_airport,YPO,54.98809814453125,-85.44329833984375,CA
Peterborough,medium_airport,YPQ,44.23,-78.363297,CA
Prince Rupert,medium_airport,YPR,54.286098480199996,-130.445007324,CA
Powell River,medium_airport,YPW,49.83420181274414,-124.5,CA
Puvirnituq,medium_airport,YPX,60.05059814453125,-77.28690338134766,CA
Fort Chipewyan,medium_airport,YPY,58.7672004699707,-111.11699676513672,CA
Burns Lake,medium_airport,YPZ,54.3764,-125.950996,CA
Muskoka,medium_airport,YQA,44.974700927734375,-79.30329895019531,CA
Quebec,large_airport,YQB,46.7911,-71.393303,CA
The Pas,medium_airport,YQD,53.97140121459961,-101.09100341796875,CA
Springbrook,medium_airport,YQF,52.182201,-113.893997,CA
Windsor,medium_airport,YQG,42.27560043334961,-82.95559692382812,CA
Watson Lake,medium_airport,YQH,60.11640167236328,-128.82200622558594,CA
Yarmouth,medium_airport,YQI,43.826900482177734,-66.08809661865234,CA
Kenora,medium_airport,YQK,49.788299560546875,-94.36309814453125,CA
Lethbridge,medium_airport,YQL,49.6302986145,-112.800003052,CA
Moncton,medium_airport,YQM,46.112202,-64.678596,CA
Nakina,medium_airport,YQN,50.18280029296875,-86.69640350341797,CA
Comox,medium_airport,YQQ,49.7108,-124.887001,CA
Regina,medium_airport,YQR,50.43190002441406,-104.66600036621094,CA
St Thomas,medium_airport,YQS,42.77000045776367,-81.11080169677734,CA
Thunder Bay,medium_airport,YQT,48.37189865112305,-89.32389831542969,CA
Grande Prairie,medium_airport,YQU,55.1796989441,-118.885002136,CA
Yorkton,medium_airport,YQV,51.26470184326172,-102.46199798583984,CA
North Battleford,medium_airport,YQW,52.769409,-108.243742,CA
Gander,medium_airport,YQX,48.936258,-54.567719,CA
Sydney,medium_airport,YQY,46.1614,-60.047798,CA
Quesnel,medium_airport,YQZ,53.026100158691406,-122.51000213623047,CA
Gamètì,medium_airport,YRA,64.11609649658203,-117.30999755859375,CA
Resolute Bay,medium_airport,YRB,74.7169036865,-94.9693984985,CA
Rivière-du-Loup,medium_airport,YRI,47.764400482177734,-69.58470153808594,CA
Roberval,medium_airport,YRJ,48.52000045776367,-72.2656021118164,CA
Red Lake,medium_airport,YRL,51.066898345947266,-93.79309844970703,CA
Ottawa,medium_airport,YRO,45.4603004456,-75.64610290530001,CA
Ottawa,medium_airport,,45.3191986084,-76.0222015381,CA
Trois-Rivières,medium_airport,YRQ,46.35279846191406,-72.67939758300781,CA
Red Sucker Lake,medium_airport,YRS,54.167198181152344,-93.55719757080078,CA
Rankin Inlet,medium_airport,YRT,62.8114013672,-92.1157989502,CA
Revelstoke,medium_airport,YRV,50.962245,-118.184258,CA
Sudbury,medium_airport,YSB,46.625,-80.79889678955078,CA
Sherbrooke,medium_airport,YSC,45.438599,-71.691399,CA
Stony Rapids,medium_airport,YSF,59.250301361083984,-105.84100341796875,CA
Saint-Georges,medium_airport,,46.096401,-70.714699,CA
Smiths Falls,medium_airport,YSH,44.945801,-75.940598,CA
Saint John,medium_airport,YSJ,45.31610107421875,-65.89029693603516,CA
Sanikiluaq,medium_airport,YSK,56.5377998352,-79.2466964722,CA
Saint-Léonard,medium_airport,YSL,47.157097,-67.836242,CA
Fort Smith,medium_airport,YSM,60.020302,-111.961998,CA
St Catharines,medium_airport,YCM,43.19169998168945,-79.17169952392578,CA
Marathon,medium_airport,YSP,48.75529861450195,-86.34439849853516,CA
Atlin,medium_airport,,59.576698,-133.669006,CA
St. Theresa Point,medium_airport,YST,53.84560012817383,-94.85189819335938,CA
Slemon Park,medium_airport,YSU,46.440601,-63.833599,CA
Sachs Harbour,medium_airport,YSY,71.9938964844,-125.242996216,CA
Pembroke,medium_airport,YTA,45.86439895629883,-77.25170135498047,CA
Kinngait,medium_airport,YTE,64.230003,-76.526703,CA
Alma,medium_airport,YTF,48.50889968869999,-71.64189910889999,CA
Thompson,medium_airport,YTH,55.80110168457031,-97.86419677734375,CA
Big Trout Lake,medium_airport,YTL,53.81779861450195,-89.89689636230469,CA
Tasiujaq,medium_airport,YTQ,58.66780090332031,-69.95580291748047,CA
Trenton,medium_airport,YTR,44.118900299072266,-77.5280990600586,CA
Timmins,medium_airport,YTS,48.569698333699996,-81.376701355,CA
Toronto,medium_airport,YTZ,43.627499,-79.396202,CA
Tuktoyaktuk,medium_airport,YUB,69.433296,-133.026001,CA
Montréal,large_airport,YUL,45.4706001282,-73.7407989502,CA
Repulse Bay,medium_airport,YUT,66.5214,-86.224701,CA
Sanirajak,medium_airport,YUX,68.7761,-81.2425,CA
Rouyn-Noranda,medium_airport,YUY,48.20610046386719,-78.83560180664062,CA
Bonaventure,medium_airport,YVB,48.071098,-65.460297,CA
La Ronge,medium_airport,YVC,55.151401519800004,-105.262001038,CA
Virden,medium_airport,,49.8783,-100.917999,CA
Vernon,medium_airport,YVE,50.24810028076172,-119.33100128173828,CA
Qikiqtarjuaq,medium_airport,YVM,67.546232,-64.031754,CA
Val-d'Or,medium_airport,YVO,48.0532989502,-77.7827987671,CA
